seller_id,city,state,seller_sk
0fe2d9733ed841eb064503920015a8c0,ourinhos,SP,186
0ff83046c3fa22efee8ecf291888b191,caxias do sul,RS,187
0ffa40d54288e4f3499b8780dd0f144f,presidente prudente,SP,188
10076e5788b8ee532724bcd460baf762,batatais,SP,189
10089e9f2fd0c668a8fd4e52e1698888,sao jose do rio preto,SP,190
101921376b577a4540dc30e9009133ca,rio claro,SP,191
101a3a003516bc11253298b2fad3cb65,rio claro,SP,192
1025f0e2d44d7041d6cf58b6550e0bfa,sao paulo,SP,193
10264f60a8f0a4d2f30810f5c661c673,campinas,SP,194
1099a00e0ee3a50935e6c2447ca090c5,rio de janeiro,RJ,195
10cdd491d1dbea8fb4ead97b19c334ce,santa rita do sapucai,MG,196
10ff823eda2b032e2c93d17a7d294736,pederneiras,SP,197
112453736dbe3889cfb74e1aaa0ba0c1,sao paulo,SP,198
1127b7f2594683f2510f1c2c834a486b,campinas,SP,199
11305281b50fff20ae8bb473f8e11876,uba,MG,200
113e3a788b935f48aad63e1c41dac1bd,aparecida,SP,201
116ccb1a1604bc88e4d234a8c23f33de,sao bernardo do campo,SP,202
11742f81550ac064cc9a40f67151d9ad,catanduva,SP,203
117cfc326c6d50da67ca858ff5c0c852,sao joao de meriti,RJ,204
11938fcc75f6902fea1d0a6f72b54a57,sao miguel d'oeste,SC,205
119c7f1a00ef43fad0e57604e76a747c,sao paulo,SP,206
119d1aef1b4144adba89163f6cd9f5d4,pedreira,SP,207
11bfa66332777660bd0640ee84d47006,ribeirao preto,SP,208
11d4c477d09821164bca4f70a2eae031,ribeirao preto,SP,209
11eac105f3f90a9b87b19c89d91e24f3,sao paulo,SP,210
11fb6f6d341adbe19e81733701704635,sao paulo,SP,211
120476eb7a04c149d14772edaf5d9bf2,angra dos reis,RJ,212
1284de4ae8aa26997e748c851557cf0e,laranjeiras do sul,SP,213
128639473a139ac0f3e5f5ade55873a5,maringa,PR,214
128f9bfbe4c7d5185033914b1de3d39a,atibaia,SP,215
12a8eb0f8d1cd3270695bf2a99f55966,sao paulo,SP,216
12b9676b00f60f3b700e83af21824c0e,montenegro,RS,217
12c2ed9cded6138cf0c75f525f565fc7,praia grande,SP,218
13074f016982ff2bd6c58ced8682f000,bento goncalves,RS,219
131fcb0a0c9a47bba4474aacff0f14b7,sao paulo,SP,220
1336efc61c316ddf92c899eb817f7cae,assis,SP,221
134285d1f41da5c13a756ee8142c8a4e,sao paulo,SP,222
134a288e7de827ec5ec62e3ec9c3a295,sao paulo,SP,223
134b867a0f7f8bbe6abf10f91874891e,valinhos,SP,224
13511db12ac61e2f89c53b72a944a60b,caxias do sul,RS,225
1352e06ae67b410cdae0b2a22361167b,rio de janeiro,RJ,226
1354d51653f645349064725ed204e85e,sao paulo,SP,227
138dbe45fc62f1e244378131a6801526,sao paulo,SP,228
139157dd4daa45c25b0807ffff348363,sao paulo,SP,229
13c2ed7698b3ca92dad49e849219da59,ponta grossa,PR,230
13d058e4eeac2ce8217660b2f8a05812,osasco,SP,231
13d95f0f6f73943d4ceffad0fc2cd32c,goiania,GO,232
13dd308f81fea30cc670c656b2b46cc3,santa barbara d'oeste,SP,233
13e85aac53340018b40c2af68001b7e0,pedreira,SP,234
13f57c12a00ed4610db646b913a7f5c6,santos,SP,235
13fa2a6c6b9d0f43cb588d7c82117a12,sao paulo,SP,236
141440cad9341e553f8401c574a2aa38,pitanga,PR,237
1430239a858e7682bbc43b20758af153,sao paulo,SP,238
1444c08e64d55fb3c25f0f09c07ffcf2,lauro de freitas,BA,239
1464afc72f696af775557a821c2e253f,nova friburgo,RJ,240
14a08204d03bb6b6bde8029f801ae0eb,sao paulo,SP,241
14d7985702e72162bbf13b6beb74ab2b,santo andre,SP,242
14ee35374a7876217954b5fa08e50463,sao jose do rio preto,SP,243
14f2b3587172b9db894c9bad8dab520b,ipe,RS,244
152ee17e4c8aaf53dac99f3462e4999b,garuva,SC,245
154bdf805377afea75a3bd158e9eab10,ibitinga,SP,246
1554a68530182680ad5c8b042c3ab563,monte siao,MG,247
157c3e4b42f81ac4a44e8b1ca2fe9876,sao paulo,SP,248
1588ac4010787100dddef64568f0ae35,maringa,PR,249
15aac934c58d886785ac1b17953ea898,muqui,ES,250
15ac3c501e2599e4917316fde5c5669a,sao paulo,SP,251
15aec03fe4cf30dfa574cf550f5ff5ff,rio de janeiro,RJ,252
15b3b1b81484422eb41df68ac87f1f50,bauru,SP,253
15cd6eefe58588619aaed41dfa6621b1,ouro preto,MG,254
15ead3a5037a918ddb520dfe39a3d2b9,conselheiro lafaiete,MG,255
15fa791d5e017f66402dc28c44480657,sao paulo,SP,256
160851d3ece7aa1a510f8d1a4bb8a8af,garca,SP,257
16090f2ca825584b5a147ab24aa30c86,atibaia,SP,258
160e4f13fd3a64b1b86807be88b5ffb0,colombo,PR,259
164a5a8794e6d42e14f55e447b12a3bc,guaira,PR,260
165b1235e9e9942cb5fae67103576fb0,ribeirao preto,SP,261
165fc07beebdcb6190fba8a06db2a449,maringa,PR,262
1660ad786c27fd935378b6192a90b417,sao bernardo do campo,SP,263
166e8f1381e09651983c38b1f6f91c11,imbituba,SC,264
167fd940acebc789debd6eb418c46e38,franca,SP,265
1690cada046eb7e92c12f98b1f8a8167,sao paulo,SP,266
16bdc8cefd0e32a6f0824d296c5ad14a,sp,SP,267
1703bc09972dab9782e7a9194943b69f,minas gerais,MG,268
1710c3aaa9c6b44ec3883ee0fe300e21,sao caetano do sul,SP,269
17306570e772e7718c92a562d33f5f1d,bariri,SP,270
173d56ffbd4c56cb80fc3615487d712b,sao vicente,SP,271
1746c1ae87ac63d530c7c943d0ac42e2,santana de parnaiba,SP,272
1771297ac436903d1dd6b0e9279aa505,guarulhos,SP,273
1782ce2db72c3dda627d5e7c898104e1,taboao da serra,SP,274
17908cf9b444ee34047cadd5c0f4a516,anapolis,GO,275
17998cf586426bf0f2c3726cb0a4b211,belo horizonte,MG,276
179d859f51292aac5c10806a356f7af9,ribeirao pires,SP,277
17a053fcb14bd219540cbde0df490be0,mogi guacu,SP,278
17adeba047385fb0c67d8e90b4296d21,guarulhos,SP,279
17ca9b9e9b9ef8fdb529001b49ebb50f,betim,MG,280
17e34d8224d27a541263c4c64b11a56b,riberao preto,SP,281
17eea220a40cc0d2c0c5346379682398,sao paulo,SP,282
17f51e7198701186712e53a39c564617,sao paulo,SP,283
180c3376aff0e43dd5788709df48a843,sao paulo,SP,284
1835b56ce799e6a4dc4eddc053f04066,ibitinga,SP,285
1838dd9b8977065acf51d95e0053ea7a,belo horizonte,MG,286
184725737946a1a938bbbd1a9e978103,maua,SP,287
184a67a8f9f63234d3a92340bbdb727f,joinville,SC,288
186cdd1b2df32caa72cfb410bba768d3,rio negrinho,SC,289
189ca3538ce9f920cacf0f982cbe223b,sao paulo,SP,290
18a349e75d307f4b4cc646a691ed4216,sao paulo,SP,291
18e694e0e48ed6f7aa3f24aade5fd697,varzea paulista,SP,292
1900267e848ceeba8fa32d80c1a5f5a8,ibitinga,SP,293
191d55f7edb8524d525ed01b20fe32e8,brasilia,DF,294
1927cdb9fa74f5270097f6250e8e8f34,marilia,SP,295
19484c79cef6c062cb177aa4ef2fcc3c,valinhos,SP,296
1961c3e1272bfeceb05d0b78b5bbfdaf,guarulhos,SP,297
1967a9e2ad6f51802b093147d861df58,sao paulo,SP,298
1976a05ecf2996d6ffb7b5430e635fe7,assis,SP,299
1987cd4be10fe09ee50454f9c354d1c6,ouro fino,MG,300
198c7ea11960a9844b544d9bcdca860c,jacutinga,MG,301
1992f8fb6b19fcccd97ca819811e7267,sao paulo,SP,302
1996942dc085d7773ba77a529b163cd0,pradopolis,SP,303
19a7c9f66ffa6452ff4b4c0cca71da27,itaipulandia,PR,304
19d62d484cba71963c93f0f00ab42013,gaspar,SC,305
19e0f40a907ec568c34bfac15de4f4a1,americana,SP,306
1a3df491d1c4f1589fc2b934ada68bf2,joinville,SC,307
1a6245add4353f18ed55138808906979,sao bernardo do campo,SP,308
1a8e2d9c38b84a9702ac7922924b0573,araquari,SC,309
1a932caad4f9d804097d7f8e615baed1,sao paulo,SP,310
1acde099eb406aa220b1169b188b42da,sao paulo,SP,311
1b0b0f4f95e962d6f32fe90c759d0479,sao paulo,SP,312
1b1ae47a313a825a7ccceb8e2e30fa9d,bocaiuva do sul,PR,313
1b45169b635ef59425637e9a33eb5fb3,maringa,PR,314
1b4b28463457a256e9a784ebe2a8f630,piracicaba,SP,315
1b4c3a6f53068f0b6944d2d005c9fc89,sao ludgero,SC,316
1b61fb1f0f2185d89e9a126c498e9cc7,maringa,PR,317
1b65c144b17e607c0f37f10bb7dfec8d,rio do sul,SC,318
1b7e5006cb25dd23ce8686691013b121,sao paulo,SP,319
1b8356dabde1d35e17cef975c3f82730,sao paulo,SP,320
1b8b75e227c9a9c100d0c210fb6176ce,sao paulo,SP,321
1b938a7ec6ac5061a66a3766e0e75f90,penapolis,SP,322
1bb2bdb95f4841f1bba2c0d2cd83d3c9,sao paulo,SP,323
1bb3812d5f0747a3ab7348f199001a10,sao paulo,SP,324
1bc2e21de46adfea6b98cc96b00f3b40,joinville,SC,325
1c129092bf23f28a5930387c980c0dfc,sao paulo,SP,326
1c40343cc5d18c2d8248ac2f3366de34,limeira,SP,327
1c56ffe0e9dea2657fc6e95b53f40b13,sao carlos,SP,328
1c5e4e49b9079480255b49d50aac1aa9,santos,SP,329
1c68394e931a64f90ea236c5ea590300,sarandi,PR,330
1c742ac33582852aaf3bcfbf5893abcf,belo horizonte,MG,331
1c83418358f249c9d6affa52d579db0e,sao paulo,SP,332
1ca4bdb0cd7fc48e949bac066188ed26,cataguases,MG,333
1ca7077d890b907f89be8c954a02686a,santana de parnaiba,SP,334
1caf283236cd69af44cbc09a0a1e7d32,nova iguacu,RJ,335
1cbcd2ee0afb3fc09963b87eb65e7e4f,curitiba,PR,336
1cbd32d00d01bb8087a5eb088612fd9c,sp / sp,SP,337
1cbd50a8c52e6cf8e315c5709fab386f,fazenda rio grande,PR,338
1cbdc7cf130a41fd13a3c2a7d2fcfda7,lambari,MG,339
1cd9e0cc1839d55516843def5600816d,sao paulo,SP,340
1ce3ae5a399804d1a87e706f8a813c3e,jaguaruna,SC,341
1d0646a72178a6fb37ee8082140e06ec,joinville,SC,342
1d0997ff06b524ce9289ffd75114ecd3,recife,PE,343
1d139e3a3b14025640d8df1b230aace0,barrinha,SP,344
1d1bbb8ac1581824986f582583fff01d,indaial,SC,345
1d2732ef8321502ee8488e8bed1ab8cd,rio de janeiro,RJ,346
1d29dfba02015238dfbe2449a5eaa361,vicosa,MG,347
1d4587203296c8f4ad134dc286fa6db0,sao paulo,SP,348
1d503743d2526f03f0c2c89540ee008c,sao paulo,SP,349
1d8dbc4f32378d715c717c1c1fc57bae,arapongas,PR,350
1d953075c2f0dd990bacf27b83b330f1,belo horizonte,MG,351
1da366cade6d8276e7d8beea7af5d4bf,uba,MG,352
1da3aeb70d7989d1e6d9b0e887f97c23,sao paulo,SP,353
1dc2de47ee26a0a5b12dc14fd6dc0dea,ibitinga,SP,354
1dcfa3835714681d4ba4a93bc1e0fd41,birigui,SP,355
1dd33b8119b3cb1056ed5dc88cd0aaf4,sao paulo,SP,356
1de62b6f2fd96227629786db492433db,sp,SP,357
1dfe5347016252a7884b694d4f10f5c4,ibitinga,SP,358
1e26c56af8d48424e1df0140a2401f83,jaguariuna,SP,359
1e47d8b6546eb3a77b1acddcc9406242,campinas,SP,360
1e47defeeadeca0e9a18fa5a9311e735,catanduva,SP,361
1e483cc5c76fef08d3ca05f9a8af7d01,sao paulo,SP,362
1e8b33f18b4f7598d87f5cbee2282cc2,sao paulo,SP,363
1e8c6a4c538f286aee9573239740a4b4,itatiba,SP,364
1e9d5a33694bddb76316fd1f54734d20,jaciara,MT,365
1eade46fba20122dc4aefb379f8c636b,sao paulo,SP,366
1f1bb1f0859883505541bdd6606193e5,sao paulo,SP,367
1f2eebc0e970fd3c463e4f5d9652687a,sao paulo,SP,368
1f50f920176fa81dab994f9023523100,sao jose do rio preto,SP,369
1f7dfad2cb384ea4d2d7e1ffbd78c407,sao paulo,SP,370
1f7fd2a6fcd5a6fa5d8a4dabc72aaae0,venancio aires,RS,371
1f867308a0ce13133a4e639ff4de0c02,curitiba,PR,372
1f9ab4708f3056ede07124aad39a2554,tupa,SP,373
1fa2d3def6adfa70e58c276bb64fe5bb,sao paulo,SP,374
1fbe10c70e30765ed1de86d9f7e98409,maua,SP,375
1fdc574883ef3b33ad41562d93f3a74a,limeira,SP,376
1fddcb7b326905d3ad5efe82187db347,sao paulo,SP,377
1fe5540d7c1c37a595fefbacd5570d9e,paraiba do sul,RJ,378
1fe61aa5494bd3ae92a2c13e067c810f,santa cecilia,SC,379
2009a095de2a2a41626f6c6d7722678d,sao jose do rio preto,SP,380
2039c5e51785b5dde7cf93ccb3b7be2c,guaira,SP,381
204b4e07bddef3c9b317f70189135b22,borda da mata,MG,382
2059c39f76271d4ca3f15b5ffaccc8b8,curitiba,PR,383
20611af7866c6068fd5ae1f9dbe15c92,porto ferreira,SP,384
2063dd1b9f568df1c16741ea7d3e6adb,guarapuava,PR,385
2075d8cd4dd63ff12df0749a5866bb06,curitiba,PR,386
2078fe5066350e7d220c0ad3a3bbc6c1,arapongas,PR,387
2089a6d640999f9b9141ac719b2af596,sao carlos,SP,388
20a7efa9721046319bdde5d60b6b5365,laguna,SP,389
20a8b0dc55da94fe74d112082427c84f,itu,SP,390
20b54c376b794ed028df09a3cd88e8dc,sao caetano do sul,SP,391
20cb7c2fde3e5bf10f0bbe7394e1c6a9,andira-pr,PR,392
20d53aad4fe5ee93a64f8839609d3586,santa rita do sapucai,MG,393
20d83f3ef0e6925fd74bfd59170babf7,sao paulo,SP,394
20f0aeea30bc3b8c4420be8ced4226c0,santa barbara d'oeste,SP,395
20fd2d2080ed85fa67fad3fcbb2c1813,colombo,PR,396
2138ccb85b11a4ec1e37afbd1c8eda1f,sao paulo,SP,397
213b25e6f54661939f11710a6fddb871,salto,SP,398
213fafb0ca06fb3d5886579c2565791b,sete lagoas,MG,399
2156f2671501a81034d7d07f217609d0,sp,SP,400
217f005bb37ff3aeef5b2ae1788e75ba,osasco,SP,401
218d46b86c1881d022bce9c68a7d4b15,ribeirao preto,SP,402
218f991754f360af9c2daa5e0b8e990c,sao paulo,SP,403
2199e7fe213c16213bf5d6a7eadc9a5d,registro,SP,404
21c62b998a043ebe31161d38f84929fc,fortaleza,CE,405
21d59342ba150175ca2aa4f8faddeca6,itaquaquecetuba,SP,406
21e83881401b92b49fb09a16d3852291,uberlandia,MG,407
2235cf78d3e2073a88146a9cb60f0dd0,sao paulo,SP,408
226b05fe067266c59c15dae208213d06,curitiba,PR,409
228e4c1a0be164f613d41c24345f9d2c,bandeirantes,PR,410
229c3efbfb0ea2058de4ccdfbc3d784a,belo horizonte,MG,411
22a23e5ac7061fc538cc2a019afaaf16,belo horizonte,MG,412
22c32ec35d0116ef02c281798a25bf8b,maringa,PR,413
2305ab43e846518f58dd9d59f3f54e96,sao paulo,SP,414
232a6014e7b10cba61c6c2b2ea6bb4b0,cafelandia,SP,415
23613d49c3ac2bd302259e55c06c050c,porto ferreira,SP,416
236585a4ddb5fea9fa40233e2249ed91,caxias do sul,RS,417
2379bdc3888025689a9deb7b141507d5,mogi mirim,SP,418
238fac594e170b59c6d228f5a4f4f1d9,dois corregos,SP,419
23a0ffca143a15b9b5bbdb7d552f626a,sao pedro,SP,420
23c38debaffe4a25a30fdbd9b586a13f,votorantim,SP,421
23ca5f678e0b3ea6c630b30fa8bf51ea,sao paulo,SP,422
